comment_id,user_id,username,text,created_at,likes
18052582478492374,3869666240,shahram.marfavi,🔥,2025-01-16 13:32:53,0
18087132142495246,53562312370,amo_sobi,.,2025-01-16 05:55:12,0
17866717833225370,33970317300,fattah.alizade61,🔥,2025-01-16 05:13:59,0
18083622193571807,1736153993,fuadbolouri,دست‌خوش,2025-01-16 00:54:11,0
18034236266402415,50521647667,somewhereinsky_,🙌,2025-01-16 00:11:35,0
18066744496831441,66615593152,ali.sh.lar,❤️,2025-01-15 20:29:44,0
18066187348839709,5704185550,maede_vwr,😍😍,2025-01-15 18:14:21,0
18083733928518170,19561085544,soheil.bz.299,🤌🤝,2025-01-15 16:28:09,0
18049202255143187,17695122630,taheri_a_h,🌿,2025-01-15 16:19:38,0
18382937041109683,71065177640,nimaramezani.art,❤️,2025-01-15 06:58:35,0
18033691805422304,56844205786,sg_wbc,🔥,2025-01-14 23:30:55,0
18088567831550381,2626546178,mehtialipour7,🔥,2025-01-14 23:30:44,0
17897154246130094,57510753171,hesam.edittor,🔥😍,2025-01-14 08:44:22,0
18047774651128808,50379457489,mehrzad.tadvin,سولام🙌,2025-01-14 06:06:25,0
18048974600280073,53697300914,mohseni200418,بفرست,2025-01-13 09:14:55,0
18175673863312171,3067305902,meysam.qorbani,کپکات بره دس خدا,2025-01-13 07:51:10,0
18066741322802173,1991393270,doni_photo_studio,👏,2025-01-13 02:22:22,0
17912875887059302,4607163350,saman.niknezhad,@_mohammad_nezhadi_ توی کانال تلگرامم گذاشتم ، سرچ کنید samanniknezhad,2025-01-12 10:35:03,0
17967404762835443,58582205934,persian_65s,👏,2025-01-12 09:03:11,0
17973321695681007,70926773932,_mohammad_nezhadi_,فالوتون دارم اما برام‌نمیااااادددد,2025-01-12 08:50:11,0
17872072053183215,11552258276,at.ena4082,😍,2025-01-11 17:19:14,0
18084511924568466,56560692228,arta.067,خوبه,2025-01-10 19:04:49,0
18151394395348491,6870874499,sepehr.kashfii,😍به,2025-01-09 21:59:47,0
18029226389535509,16323445350,alika.it,کامنت,2025-01-09 18:58:06,0
17940646271945824,66463037832,amajshutter1,😍👏,2025-01-08 09:58:05,0
17848698831350525,47807634423,amitzza,Skr,2025-01-08 08:02:42,0
18029279462619436,3273102550,iranishad.ir,بفرس,2025-01-08 06:37:44,0
17995898936726754,35880978118,mr.4miram,Udususus,2025-01-07 23:41:03,0
17885962947094442,44105150498,ewmir_8413,افرین❤️,2025-01-07 19:35:27,0
18033726059419256,532744074,alireza.naghmehkhan,😍,2025-01-07 15:55:00,0
17871736878182677,6550301692,golnaz.h_,👏,2025-01-07 10:31:48,0
18017079497441898,61372110826,hadis_daryadel,❤️,2025-01-07 07:00:34,0
18052890517854044,13824637950,nasour__317,🔥🔥,2025-01-07 05:56:32,0
18017066813449178,55007542030,alireza_enayati7,❤️,2025-01-07 04:25:15,0
18056583991963843,44497406933,rezagohariy,🤣🤣,2025-01-06 22:28:48,0
18020556047380900,9692207375,mobin_ak12,🔥,2025-01-06 21:26:32,0
18093433732510688,8263750003,sunzo_sphr,هرچیزی,2025-01-06 19:01:00,0
18042185765253013,63933833788,persiansport.78,هرچی,2025-01-06 15:50:20,0
18071246764680037,49247743011,theycallmeeski,سلام,2025-01-06 07:46:30,0
18032235335400563,65116903390,itis_azer,عع,2025-01-06 03:24:09,0
18068653069741806,1632628600,amirnematollaahi,بفرست,2025-01-05 22:53:24,0
18381062809111516,53741497386,abolfazldn8,😍ا,2025-01-05 21:31:55,0
18059438953925349,7326999508,z_abolfazl_org,عجب,2025-01-04 23:16:34,0
18013215602661759,68420611240,salar6551014,🔥🔥,2025-01-04 20:43:27,0
18256775425272791,68420611240,salar6551014,ماچ,2025-01-04 20:43:00,0
18478341751045198,636634126,jinousg,❤️❤️,2025-01-04 08:49:07,0
17871168741257783,46273062478,the.mmdph,لینک,2025-01-03 16:25:16,0
18012607721489351,54319307474,magicalt_academy,😂,2025-01-02 18:49:40,0
18014857601466158,62167535533,m._.mohammadreza,👍,2025-01-02 11:54:20,0
18041982542052332,1753109083,mohamadnaserkashani,😍😍😍,2025-01-01 15:31:52,0
17916605484042800,28712075680,behirezz,🔥🔥,2025-01-01 10:52:06,0
18034112981158865,68291078916,parspeste,👏👏,2024-12-31 03:57:49,0
18159206626336192,53951614599,saeed_mollazadeh_artworks,🔥🔥,2024-12-31 00:51:49,0
17963774261719518,53951614599,saeed_mollazadeh_artworks,❤️,2024-12-31 00:51:37,0
17912161476004519,2127447464,mariameyeganeh,👏👏👏,2024-12-30 15:34:58,0
17992377713754507,48283082599,anime_devil_kill,خیار,2024-12-30 11:04:14,0
18253351399277107,54554191809,ho3einetoon,..,2024-12-29 18:18:04,0
18341542870148060,2298319467,chefsasan,😍😍,2024-12-29 17:19:54,0
18050766956104375,51963577239,sajjadccplus,هرچی,2024-12-29 05:27:18,0
18021502025636759,1306170928,maman.zoha,😍,2024-12-29 03:26:58,0
17916811203035008,48501496787,omidpvnik,لینک,2024-12-28 19:50:41,0
18032970761423542,60579111724,ciyayn,عوعیعیا,2024-12-28 17:50:02,0
17950696385775608,17407475737,h.soltani_83,😍,2024-12-28 17:45:06,0
18054386026825989,1192530397,sadegh.shaygan,عجب!,2024-12-28 15:37:09,0
18055410961812805,71141018519,sina.sgk,🙌,2024-12-28 15:09:54,0
18051007199026497,46254643846,mahsa_rahi00,😍,2024-12-28 07:37:39,0
18037297859347372,55457218013,artax.89,🤍,2024-12-27 19:01:09,0
18052487083859609,5748569753,sadeghmojarad1,احسنت,2024-12-27 14:05:18,0
17937727892949659,23895785502,mana_a1994,عالی بود,2024-12-27 11:31:58,0
18069900790709301,44455591994,pro_design.af,کامنت😂,2024-12-27 10:48:12,0
17873149458163310,408744867,_vaark,Cinema,2024-12-27 07:12:55,0
18475050376041775,39682713038,omid.azadandish,کامنت,2024-12-27 05:44:45,0
18035561921119087,6010100517,erfan_ap5,🔥,2024-12-26 23:57:11,0
18016325090440357,58243596118,amoo_editorr,بفرست,2024-12-26 23:05:59,0
18033017366455948,50424080374,ehsan_velayatii,🔥,2024-12-26 14:10:38,0
18051182525043248,61215552965,06shaya,😮,2024-12-26 09:47:45,0
18070866532661570,56545999417,mm.ghasempour,س,2024-12-26 00:47:37,0
18126065095398214,50820273464,_2morteza2_,ببببفففرسس,2024-12-25 19:29:00,0
18052200934851908,58400327641,mo.m.afshar,K,2024-12-25 12:47:48,0
17932884656851768,70971518244,sol0.edit,❤️🔥,2024-12-25 11:04:23,0
17853810696350719,11787610532,mahdiemamiphoto,🔥,2024-12-25 10:58:03,0
17882011677195130,6389038987,dannethimself,سلام,2024-12-25 10:41:03,0
18073776235717082,27750296849,amirrdavar,❤️,2024-12-24 22:20:45,0
17892204876081673,1445394809,javadklaus,Hi,2024-12-24 12:52:47,0
18042262787193935,51152300634,cod_nottry,Plugin,2024-12-24 00:43:45,0
18050814686008625,1666475316,rastgogharib,🔥🔥,2024-12-23 22:18:13,0
18115105612426168,49384644633,ye._.chizi,👏,2024-12-23 21:10:17,0
18281411293300273,47418325405,mamrezhastam,.,2024-12-23 19:51:19,0
18471814162009790,70667670609,alphaaedit,👏👏,2024-12-23 16:10:44,0
18150034219348009,69755754900,teragedy_88z,بفرست,2024-12-23 15:03:05,0
17895658521100506,58624429637,southeastbeatsss,🔥🔥,2024-12-23 12:10:50,0
18026907683285883,70274480225,edit_graphic2000,فقط پریمیر💪🏻,2024-12-23 00:07:30,0
18054287770983322,66888835788,soheilroustaie,کامنت,2024-12-22 20:34:41,0
18261320110257351,6977576617,yasinhsh,.,2024-12-22 18:24:04,0
18314421991167304,66540017479,negin.mlv.m,😍,2024-12-22 17:57:52,0
17892128028111084,419267122,majidrayan,ا,2024-12-21 14:31:38,0
18074922685624490,11599730385,masii.b_,🔥🔥🔥,2024-12-21 08:53:47,0
18013797449479362,28367692564,studio_karino_,بفرست,2024-12-21 04:48:19,0
18279384871216642,582538954,javidshojaeii,🔥,2024-12-20 17:24:48,0
18013600751468066,52498744587,artteen_ir,🔥,2024-12-18 12:24:16,0
17870985402250769,70443081724,amired110,🔥🔥,2024-12-18 11:42:50,0
18043085312335572,5928028121,nonstopenglish.ir,🔥,2024-12-16 15:44:38,0
18032602532600760,4476817159,marziyeh.raziei,👏👏👏,2024-12-16 14:56:16,0
18041068781257780,70453405503,galleryarefii,سلام,2024-12-16 11:08:25,0
18173351860311645,44441395433,meloplusstudio,❤️❤️,2024-12-15 18:49:35,0
18034260155130390,3910159884,ehsann.mehrii,😍😍,2024-12-15 16:11:57,0
18031678853421717,47329145644,dayar.asadi,🔥🔥🔥🔥🔥🔥,2024-12-15 12:14:30,0
18060868669894165,70128232495,navid.aminiii,لطفا لطفا 😢,2024-12-15 05:08:20,0
18251277508263121,32816752707,mn3mehran,🔥,2024-12-15 04:06:34,0
17949882062897939,58588878371,balsachoob.rasht,🔥,2024-12-14 22:08:20,0
18125216605402623,3128684603,hossein_videoeditor,😍,2024-12-13 19:47:33,0
18016263026406088,57512897926,s.s.a.r.i.n.a,😂😂,2024-12-13 14:56:40,0
17999955608532548,1957291157,shahin.talebdoost,👏,2024-12-13 11:28:21,0
18284368534175636,46913325020,mh_edit12,🔥👏,2024-12-13 10:56:09,0
18063220078838549,1117340211,hamidrezazaza,👏👏,2024-12-13 08:12:04,0
18147713620346531,65040492379,m.amiiin.dp,😍,2024-12-13 07:29:04,0
17988334901609179,69083571940,bee.arti,سامی جون😍,2024-12-12 13:36:51,0
18042176846224412,2137016654,hadilotfi_,🔥,2024-12-12 10:44:20,0
18045784565325759,57462012169,fatemmeh.abdi,به به,2024-12-12 07:48:36,0
18071307619581400,50698032217,azad.tezo,جانه ما,2024-12-12 06:57:46,0
17934273260841479,52720334530,mohammad__yaghooti,عالی بود,2024-12-12 06:36:05,1
18066691621625871,50858709697,aydingolmohammadi,کامنت,2024-12-12 05:58:56,0
18014490173440046,49327425540,cnc_work_laki,بفرست,2024-12-12 05:56:16,0
18045883141935594,61709369969,arbakhtiari,❤️,2024-12-12 05:30:01,0
18076362619611743,70189993681,hana.graph_,😍,2024-12-10 15:24:52,0
18045076223515063,68203233742,rezam_f2.8,🔥🔥🔥,2024-12-10 14:43:12,0
18055117582941685,2209477470,h2m.photography,Nice,2024-12-10 05:39:46,0
18050327456079987,1943859494,alirezanayab,👌🏻🫀,2024-12-09 22:12:37,1
17891349681135701,69999791160,avantstudio1,😍😍,2024-12-09 19:57:48,0
18207613675295495,38481735194,fatmeh.khalilii,@saman.niknezhad ممنون,2024-12-09 19:50:22,0
18070372837647878,4607163350,saman.niknezhad,@fatmeh.khalilii از کانال تلگرامم میتونید این پلاگین رو دانلود کنید,2024-12-09 19:34:16,0
18140243878368227,65907346592,ideastudio.ir,👏👏👏,2024-12-09 18:33:18,1
17963510996821909,69036305403,hafam999hz,بفرست,2024-12-09 00:21:17,0
18058957132857420,65063423069,soma.amlak,🤦🏻‍♂️,2024-12-08 14:22:55,0
17934199808952453,5512101780,makyaqubi,👏,2024-12-08 11:34:52,0
18113188822427034,49279687989,tohid.zrgr,Dehancer 😁,2024-12-07 13:48:30,0
18351765397122626,1466798633,babbi__rz,🔥🔥,2024-12-07 10:52:47,0
18066310054701501,2866859480,_atena_71,❤❤❤❤,2024-12-07 08:22:50,0
17947648391777561,5525099612,mohammadsafaii_video,🔥❤️,2024-12-07 07:06:55,0
17909348309960366,61795390012,mohtavainsta974,سلام,2024-12-06 19:52:33,0
17878139946198406,1935774717,ameneh.raesi,👏,2024-12-05 22:01:40,0
17956778891739364,26228919736,amirhossei754,مرسی,2024-12-02 18:38:50,0
18037192967354690,70110891934,daniecto,بده شیش,2024-12-01 15:03:15,0
17941276925930588,1955784846,dide.show_,چیچک,2024-12-01 12:01:44,0
18044720825124073,2204415169,sinakhoddamii,✅,2024-11-30 20:39:03,0
17854887321335004,7686641131,sahar.motion,👏👏👏👏,2024-11-30 19:15:50,0
17985175088766687,8450211170,sobhan_mjd22,میخوایمتش,2024-11-30 18:25:28,0
17904477672070479,26418781688,abbas_mosavi_official,Dehancer,2024-11-30 12:40:08,0
18015294503404427,69667446009,editbaran,👏👏🔥,2024-11-30 12:05:29,0
18344084344179725,70805899537,daniial.design,🔥,2024-11-30 11:04:02,0
18044552692938885,5650552971,erfanfathiam,🔥,2024-11-29 19:25:30,0
18321571093085573,45377589576,imataaaaaam,🔥🔥🔥,2024-11-29 12:43:25,1
18100161820465305,858666992,ali.faisal.kabiri,Send me bro,2024-11-28 21:09:05,0
18054788914751457,69520362513,v2ray_classic,...,2024-11-28 13:25:46,0
17865072627267193,48291005997,mahdi.kiyaniha,👏,2024-11-28 10:44:59,0
17949448517768963,4607163350,saman.niknezhad,@alirezaghorbanpour_ الکی😆,2024-11-26 16:04:44,1
18471542167027422,52969509118,jshsg9033,و,2024-11-26 15:48:29,0
18077908060598158,4964424312,photography.arak,🔥,2024-11-26 15:04:37,0
17966580800815946,2954713381,_jessie_org,🔥,2024-11-26 09:09:33,0
18032864888584714,42961809535,amirphonixx,🔥🔥,2024-11-26 08:40:16,0
18051027979990315,49851370223,delta.bs.art,باقالی پلو,2024-11-25 12:00:54,0
18138963160365864,70881048608,hojatgraf,🔥🔥,2024-11-25 09:23:27,0
18262111477301685,70037769263,m13.78gh,بفرست,2024-11-24 21:26:43,0
18110122027438154,47112112897,shineartorg,.,2024-11-23 18:21:06,0
18047247911500121,70801786512,_ali_zero,اهاا اوکی,2024-11-23 10:14:33,0
18014552783421089,349780575,s_kahkeshani,👏,2024-11-22 07:17:40,0
18073597072554294,69981974906,jabersadeghi32,بفرست,2024-11-21 05:26:29,0
18026237279409262,63572040843,ada_sound666,واو,2024-11-20 18:32:31,1
18334681489197146,48634673204,anahita_nikouei,👏❤️,2024-11-20 13:25:22,1
18053362774936610,1735123394,xarmanwishx,👏🔥,2024-11-19 15:10:57,0
17969537198797615,1208361352,nimatoolabi,هرچی,2024-11-18 22:18:31,0
18144806563349274,51650499815,taharashvand313,بفرست گل,2024-11-16 07:03:11,0
18038950373239358,4019985753,erfan_shaye79,بفررررست,2024-11-14 19:51:21,0
17846271591329538,33164418569,___yazdansmo___,❤️❤️,2024-11-14 07:29:35,0
17959324085715920,31473167034,xparaxtx,ایول,2024-11-14 04:43:59,0
17926985399974026,31473167034,xparaxtx,ایول,2024-11-14 04:43:47,0
17888434179080504,63854623827,moori_artwork,👏,2024-11-14 04:35:54,0
18051120451823702,27482159508,mahdiar_bz,🔥,2024-11-14 03:42:07,0
17875245459126521,5327613144,sirvan_ghorbany,بفرس,2024-11-13 16:17:51,0
18469185226032950,58504279065,shayancompany1372,عالی استاد,2024-11-12 15:17:41,0
18069545650722319,64266241593,abarvideo,🙌,2024-11-12 10:31:45,0
18281829724173167,2543973313,ali.mahjob_,بفرست 😂,2024-11-11 23:38:30,0
18082049371559025,58755170418,photo.gym1,🔥🔥,2024-11-11 10:03:50,0
18028457825171928,66850013478,di_mq11,لینک,2024-11-11 07:54:26,0
17894537103096814,51614226290,n_i._.x_ff,بنازم,2024-11-10 17:51:18,0
18155065240332713,62613401465,manisadeghii1,سینما,2024-11-09 15:58:57,0
17983781126764200,62613401465,manisadeghii1,به به,2024-11-09 15:58:30,0
18170330470311630,49935425947,hamid.kazaktor,بفرست,2024-11-09 11:40:25,0
18057426388878705,57978106242,aetclubfx,🙌,2024-11-09 11:13:55,0
18065100064666788,3517778921,_.alexital._,🔥🔥🔥🔥🔥,2024-11-09 09:05:45,0
18380026141103942,447592964,artin.exe,🔥,2024-11-09 08:32:43,0
18026375981232971,1098755650,holofractographicworld,🔥,2024-11-09 08:17:08,0
18072673756547027,38082526577,sir.5g,❤️,2024-11-09 07:17:11,0
17892250782027759,47411836371,bagherzade.ir,😍,2024-11-08 11:17:17,0
18326129590158553,65944890452,mmdh3ydari,🔥🔥,2024-11-07 08:27:47,0
18045480926086555,68315029332,no3rat__pr,ناموسن بفرس😂,2024-11-05 17:35:51,0
17862094152264168,48174882838,mhatmy958,بفرست,2024-11-04 17:56:07,0
18064586212673110,66874993952,symphonicshutter,👏,2024-11-03 16:03:07,0
18074290861596745,52708837288,m.a.h.b.o.b.8382,بفرست,2024-11-03 14:00:40,0
18005243426661763,35794272710,ali78sadeqi,🔥,2024-11-03 02:52:30,0
18359994823139926,6071155685,omid_nasudi_,ل,2024-11-02 22:31:05,0
17915178969007109,9254561253,0.5._.a,😢👏,2024-11-02 19:23:31,0
18062678095690176,68004271004,loyal_shadow13,شیر ایران,2024-11-02 11:34:54,0
18325615162152565,59555438714,ilia.kamel,بفرست😍😂,2024-11-01 10:12:02,0
18335153434181855,68280240750,mohammadfathi.design.studio,👏,2024-10-31 20:09:21,0
18048526159956184,52914455084,sina.editorr,کامنت😄,2024-10-31 07:02:15,0
17952227024847590,68074535583,mhdiyar_130,اره,2024-10-31 06:38:15,0
18465855226059808,65102557318,mahdihasttam,رنگ,2024-10-31 05:30:34,0
17924173499976517,9284661817,amixno_0,❤️,2024-10-30 23:11:40,0
18346954291131812,6788014389,_sashabehrouz,زارت,2024-10-30 20:35:57,0
18014809283630833,2276138167,rohiafshar.official,عالیه,2024-10-30 20:30:36,0
18056925277853680,48586330443,maz_.yr,🔥,2024-10-30 13:46:39,0
18309213589166642,58411392387,mamadreza_._sh35,سلام,2024-10-30 06:44:20,0
17933592650943747,65684974165,maria_71pv,🔥,2024-10-30 02:55:10,0
18425632348078701,65684974165,maria_71pv,بفرست,2024-10-30 02:54:30,0
18040152221510691,36539069623,hamidrezazayen,سلام,2024-10-29 21:21:56,0
18467200798054127,36046498753,mr_amirr_00,❤️😍,2024-10-29 19:38:25,0
18087766627501642,26901646277,aryan.bb1396,❤️❤️,2024-10-29 11:02:40,0
18056322571870333,2880075151,solmazboroomand,😮😮😮,2024-10-29 07:24:10,0
18021239930276100,2211137863,mahdi_a_09,های,2024-10-28 16:33:27,0
18018344201546528,67156879687,rahim_gashool,🙌,2024-10-28 14:27:26,0
18036157931231033,68702202578,hol.a6367,هر چی,2024-10-27 22:38:48,0
18010280756446594,2339938861,__omiiidpanahi__,کامنت,2024-10-26 22:29:39,0
17944915337898076,30965144637,arezzmusic,خدایی بفرس,2024-10-25 22:12:46,0
18255729637302087,42387696720,colorles.a,میو,2024-10-25 16:32:28,0
18306818101163346,27639335967,mhdiheydri1,🔥❤️,2024-10-25 15:29:00,0
18376728802097895,60328729530,designers_maker,ایول,2024-10-24 13:25:44,0
17944598297776409,68642217004,sedarati.amir,بفرست لطفا,2024-10-24 05:27:34,0
18067806217568964,57619791844,mahziar_m.17,سلام,2024-10-23 07:38:00,0
18029357573458551,50102652256,nixo_graphic,دادا,2024-10-23 04:54:28,0
18464537887021496,8888143690,mp17313,بب,2024-10-22 18:48:51,0
18123342151383512,7982692612,mehdi_krbc,کامنت,2024-10-22 15:33:47,0
18045951173007400,29068724205,safaiean1490,❤️,2024-10-22 12:51:29,0
18036097490260935,68074535583,mhdiyar_130,م,2024-10-21 16:38:00,0
18046212218050644,5521353505,saeedarabi.videographer,😍,2024-10-21 13:59:23,0
18360374455139141,17424300171,sm_mousavinezhad,❤️,2024-10-21 12:17:26,0
18460865902041644,14437975350,lcellstudiol,🦈,2024-10-21 10:34:50,0
18060205561750376,47717894824,mehdi.larkee,عجبب,2024-10-21 09:56:10,0
17969350658660512,353832359,herozaky1,هرچیزی,2024-10-20 11:45:41,0
18050506600779759,32695637149,nazaninefallah,🔥🔥,2024-10-19 12:19:03,0
17943070664875783,59859465326,mm1419_313,سلام سلطان,2024-10-19 11:12:59,0
18093187945477698,62135968101,ssadra_rahimi,بفرست,2024-10-18 14:19:38,0
17903584023050962,51784686051,mehran_jamshidy1,بله,2024-10-17 14:46:30,0
17943679421882887,51784686051,mehran_jamshidy1,🔥🔥,2024-10-17 14:45:47,0
17844954984334761,6300637270,saeed.saadi1994,Shahkar,2024-10-16 17:46:35,0
18049554454788686,49816749519,mj_.reza,👏,2024-10-16 11:48:35,0
18017998160320119,7003062037,hamid_sediq,هرچیزی,2024-10-15 18:43:40,0
17900947710061822,610847802,parsa_fakhar,Comment,2024-10-15 15:09:33,0
18079869649544949,7908001345,xzowliix,❤️,2024-10-14 14:25:52,0
17980635326749701,1760982798,hossein_7760,بفرست,2024-10-13 22:01:52,0
17954061716832156,1686414032,kasiriehsan,🔥🔥,2024-10-11 11:10:26,0
17978677391619551,3429239473,nicee.shop,❤️❤️,2024-10-11 09:35:23,0
17887563831100271,61658923512,capitan_sj,🔥🔥,2024-10-11 06:54:20,0
18083426503521680,27734198653,mcnd.cute.exo,کامنت.,2024-10-10 10:35:30,0
18170962159308565,48190180526,mohammad_reza_mrd11,سلام 🍥,2024-10-08 02:16:07,0
18081550897468333,60366121367,hamid__zahir2024,❤️,2024-10-07 08:55:31,0
18071779336596295,2845574484,ahmad_gh.shiran,Gffd,2024-10-07 08:49:45,0
18045963950053340,2583112006,hamidraahmati,👏,2024-10-06 23:56:38,0
18361636447117010,52174196247,arman_tosee,سلا,2024-10-06 21:43:09,0
17950513553848646,1735123394,xarmanwishx,🔥😍,2024-10-06 10:16:43,0
18056774215770508,8546360911,aliakbarkh118,❤️,2024-10-05 23:04:28,0
18089130115494268,67599898693,parhamgj06,👏,2024-10-05 13:00:08,0
18461047390028416,64181258521,seyed.hashemi88,.,2024-10-05 12:20:43,0
18087994954444391,37810230513,ne.mat9023,دست مریزاد,2024-10-05 11:44:33,0
17998392764676265,1929129130,aliteymoorian,بفرستید,2024-10-05 10:48:52,0
18110677021411833,1929129130,aliteymoorian,عالیه,2024-10-05 10:48:33,0
18140177356351056,590312430,mohammadreza.foj,بفرست,2024-10-05 08:51:53,0
18018453167302533,48513373040,sandastudio,سامی,2024-10-05 08:30:39,0
17990037344562155,48203792465,twokeek,بفرست,2024-10-05 08:29:41,0
17922165398871660,2305603972,afshiaa,😍,2024-10-05 06:53:10,0
18044114975071826,4005718634,mobin.theabstract,h,2024-10-04 18:41:25,0
17900970744059089,69102155473,hell.oworldprint2024,عااااا,2024-10-04 16:52:44,0
18247215436281587,60455342595,amustudioo,🔥,2024-10-04 16:21:49,0
18283288276208442,66993266937,just.8for8test,برفرس,2024-10-03 17:03:17,0
18070902538590057,1412085242,_melikayaribakht_,هرچیزی,2024-10-03 14:08:42,0
17856716901224646,10002240151,ronahastamdoostan,کیو کیو🔫,2024-10-03 12:43:03,0
18457875172052558,67849778325,editoriom,بفرست,2024-10-03 11:44:39,0
18050493181909446,49948909499,abolfazlyx,هرچی,2024-10-03 10:51:46,0
17975991197775086,20084910751,amir.mohaddes_,کامنت,2024-10-03 06:01:10,0
17875475010175485,5493806525,its.haloxan,👏,2024-10-03 05:03:14,0
18017682275306648,2111913474,realayhanrn,چشم,2024-10-02 23:04:15,0
17935009043925891,3608406597,akkasi.love,😍😍😍😍,2024-10-02 22:09:37,0
17965519310674401,3436312234,soheil_slz,بفرست,2024-10-02 20:23:56,0
18020052587263544,29569597934,rahtooshe760,🔥🔥,2024-10-02 19:27:34,0
18084989464502731,48879843455,itsermiyaph,200,2024-10-02 18:59:23,0
18320033104154645,1508864784,vahid.fakhimi,عالی بود,2024-10-02 18:23:34,0
18102905170435056,60663043154,medisagraphic,عالیه🙌,2024-10-02 18:10:54,0
17922236516968078,60770400248,thebakideh,🔥,2024-10-02 18:08:39,0
18053922955857845,1343637457,cna_rashed,ops,2024-10-02 12:57:07,0
18019065725530083,1816812550,_alireza.jokar,بفرس,2024-10-02 12:42:09,0
18000083609665739,68455843015,mini.jafarian,موزعلی,2024-10-02 09:41:51,0
18015473669540677,32902022496,a.m.i.r.asadi13,🔥🔥,2024-10-02 08:59:28,0
18022931126423301,12063057107,ezzy_bility,عالی,2024-10-02 08:44:01,0
